id,status,username,date
17802081,Deleted,JAVIMOR28772292,2020-11-07T04:32:05Z
18075443,Deleted,RocketMom5300,2020-11-07T03:51:09Z
18075443,Deleted,Es_Enki,2020-11-07T23:02:32Z
18075443,Deleted,Melissa80074227,2020-11-06T23:26:18Z
18075443,Deleted,drennanFRA,2020-11-06T23:26:18Z
18153564,Deleted,PrisonReform15,2020-11-06T23:26:18Z
18153564,Deleted,MajorUnsilent,2020-11-06T23:26:18Z
18198499,Deleted,juangogiraldo,2020-11-07T23:02:32Z
18198499,Deleted,xzxzanalazy,2020-11-07T08:33:27Z
18282134,Deleted,GibbsHollister,2020-11-05T12:57:04Z
18282134,Deleted,Stahlzart,2020-11-07T03:01:05Z
18358474,Deleted,SolarMelt,2020-11-07T16:06:34Z
18358474,Deleted,HenryClarson,2020-11-07T23:30:00Z
18385910,Deleted,Cosmogirl58,2020-11-07T00:58:28Z
18385910,Deleted,ValerieCurren,2020-11-07T23:47:28Z
18385910,Deleted,FathomTimoneer,2020-11-07T06:15:09Z
18451858,Deleted,DabarbieriDonna,2020-11-07T13:03:03Z
18451858,Deleted,Elaines72172172,2020-11-07T13:47:34Z
18458833,Deleted,CandyNC608,2020-11-07T06:07:35Z
18458833,Deleted,melisandrePro,2020-11-07T01:26:52Z
18647698,Deleted,2016melissa16,2020-11-07T03:51:09Z
18647698,Deleted,Gamefiend,2020-11-07T23:37:01Z
18839303,Deleted,Gamefiend,2020-11-05T12:57:04Z
18839303,Deleted,McclaraHolly,2020-11-07T00:37:41Z
19022536,Deleted,IWV,2020-11-07T20:17:11Z
19022536,Deleted,AvatarQuartz,2020-11-07T23:37:01Z
19155088,Deleted,Tallulah_River,2020-11-07T03:51:09Z
19155088,Deleted,IowaDeplorable,2020-11-07T03:51:09Z
19294189,Deleted,AshleyBrook88,2020-11-07T03:51:09Z
19294189,Deleted,FSIStanford,2020-11-07T19:15:18Z
19845473,Deleted,KTBraa10,2020-11-07T15:54:43Z
19845473,Deleted,NoMyTruthBS1,2020-11-07T03:51:09Z
20249983,Deleted,SpencerShuppy,2020-11-07T03:51:09Z
20249983,Deleted,JasonZebrasan,2020-11-07T08:33:27Z
20278402,Deleted,bnutt1232,2020-11-07T03:51:09Z
20278402,Deleted,1Thom1,2020-11-07T03:51:09Z
20291525,Deleted,Lori_Lanigan,2020-11-07T23:20:02Z
20291525,Deleted,Joodleslou,2020-11-07T02:24:19Z
20477028,Deleted,DarcyMclennan,2020-11-07T06:17:51Z
20477028,Deleted,EffieGib,2020-11-07T06:17:51Z
20772669,Deleted,concym,2020-11-07T06:07:35Z
20772669,Deleted,jeffbrownok,2020-11-07T06:07:35Z
21019877,Deleted,soyladiestra,2020-11-07T06:07:35Z
21019877,Active,MarieVognar,2020-11-07T07:05:53Z
21222677,Active,momuar42,2020-11-07T01:26:52Z
21222677,Active,stephphilip8,2020-11-07T07:01:01Z
21299747,Active,Victorogoda,2020-11-07T11:54:20Z
21299747,Active,TrumpQueen117,2020-11-07T11:54:20Z
21395305,Active,mrayem,2020-11-07T18:38:46Z
21395305,Active,klanmother13,2020-11-07T06:17:51Z
21676621,Active,PaulConfer,2020-11-07T06:07:35Z
21676621,Active,stephphilip8,2020-11-07T05:26:42Z
21889267,Active,BBQBones70,2020-11-07T06:07:35Z
21889267,Active,jhudd2,2020-11-07T06:04:49Z
21990739,Active,realDimitraE,2020-11-07T06:07:35Z
21990739,Active,pjwilb,2020-11-07T16:44:35Z
22368964,Active,c5wired97,2020-11-07T03:18:02Z
22368964,Active,Alikap88,2020-11-07T15:43:34Z
22451716,Active,SymmetryRadial,2020-11-07T01:26:52Z
22451716,Active,kerry_harwell,2020-11-07T06:17:51Z
22531716,Active,DavidLHagen,2020-11-07T14:35:01Z
22531716,Active,Robyn_CherCrew,2020-11-07T05:14:17Z
22713716,Active,sl2111,2020-11-07T00:01:01Z
22713716,Active,zack0liver,2020-11-07T19:15:18Z
22744492,Active,OldSalz,2020-11-07T10:01:57Z
22744492,Active,Zakurex,2020-11-07T23:02:32Z
22952448,Active,iiu1C0GhMgqBLnH,2020-11-07T04:27:06Z
22952448,Active,RapinSherry,2020-11-07T12:56:11Z
23122178,Active,JoevyLam,2020-11-07T08:33:27Z
23122178,Active,thorbius7,2020-11-07T02:30:23Z
23154538,Active,SallySamsara,2020-11-07T18:38:46Z
23154538,Active,garciaabravoo,2020-11-07T23:02:32Z
23154803,Active,LordeRebel,2020-11-07T15:13:13Z
23154803,Active,LordeRebel,2020-11-07T08:33:27Z
23239866,Active,prometeoblue,2020-11-07T23:02:32Z
23239866,Active,WarnockWarrior,2020-11-07T22:22:28Z
23241302,Active,Cheriebeary20,2020-11-07T16:50:03Z
23241302,Active,b_ingridb,2020-11-07T08:33:27Z
24278396,Active,FAPROBV,2020-11-07T00:37:41Z
24278396,Active,twinpass,2020-11-07T22:22:28Z
24732019,Active,Danedoghouse,2020-11-07T22:22:28Z
24732019,Active,ricar665vzla,2020-11-07T23:02:32Z
24763312,Active,michele_cambie,2020-11-07T02:30:23Z
24763312,Active,History6,2020-11-07T04:32:05Z
24811659,Active,mamagigi8,2020-11-05T03:56:47Z
24885372,Active,MonicaFlakus,2020-11-07T14:52:25Z
24885372,Active,MackPolitical,2020-11-05T03:56:47Z
24885372,Active,ConservaPeach,2020-11-07T14:55:52Z
24885372,Active,dcthorpe,2020-11-07T20:25:33Z
24891180,Active,rspoff2112,2020-11-07T02:30:23Z
24891180,Active,jwenzel111,2020-11-07T02:30:23Z
24993884,Active,Gabriel23Duarte,2020-11-07T23:02:32Z
24993884,Active,bohdanam,2020-11-07T02:30:23Z
25043056,Active,Vhalen67,2020-11-07T06:07:35Z
25043056,Active,leonemesis,2020-11-07T13:59:56Z
25278584,Active,SharinLife,2020-11-07T16:44:35Z
25278584,Active,baldridge_pam,2020-11-07T06:07:35Z
25386925,Active,BrianOverholt,2020-11-07T06:40:01Z
25386925,Active,chpieratt1,2020-11-07T09:11:20Z
25445785,Active,LindaSomero,2020-11-07T06:17:51Z
25445785,Active,TexasHotMomma,2020-11-07T04:42:09Z
25725899,Active,JaymeB1962,2020-11-07T06:04:49Z
25725899,Active,TexasHotMomma,2020-11-07T00:13:57Z
25847745,Active,TommyC37489798,2020-11-07T08:33:27Z
25847745,Active,Hawkfanhefe360,2020-11-07T02:30:23Z
26210888,Active,PartyOevents,2020-11-07T02:30:23Z
26210888,Active,mrsamosbardi,2020-11-07T23:37:01Z
26224152,Active,An_Glare_Oh,2020-11-07T06:17:51Z
26224152,Active,BitcoinRandolph,2020-11-07T07:00:55Z
26428262,Active,ZaituniReinaldo,2020-11-07T23:02:32Z
26428262,Active,LIRAXXX,2020-11-07T23:02:32Z
26594687,Deleted,ipsubnet0,2020-11-07T23:02:32Z
26594687,Deleted,Loris_Ayoub,2020-11-07T23:02:32Z
26628782,Deleted,tikititokiti,2020-11-07T23:02:32Z
26628782,Deleted,KathySamira,2020-11-07T08:38:49Z
26634828,Deleted,yancym88,2020-11-07T16:22:23Z
26634828,Deleted,Bettyja68117321,2020-11-07T02:03:41Z
26828241,Deleted,Flavio_hollowX,2020-11-07T13:59:56Z
26828241,Deleted,marka11an,2020-11-07T06:17:51Z
26871978,Deleted,mmaj50,2020-11-07T19:15:18Z
26871978,Deleted,AnnyPJerezJ,2020-11-07T23:02:32Z
27031900,Deleted,attaleila,2020-11-07T19:15:18Z
27031900,Deleted,nela_godoy,2020-11-07T23:02:32Z
27076744,Deleted,jose_perez2050,2020-11-07T23:02:32Z
27076744,Deleted,MaryYumalie,2020-11-07T14:34:40Z
27274942,Deleted,mariada81030561,2020-11-07T23:02:32Z
27274942,Deleted,KeepCalmSwimOn,2020-11-07T06:17:51Z
27741554,Deleted,Cristia13427657,2020-11-07T23:02:32Z
27741554,Deleted,WellsCharlene,2020-11-07T07:22:41Z
27943435,Deleted,HellerRodriguez,2020-11-07T23:02:32Z
27943435,Deleted,UArk73,2020-11-07T20:17:11Z
27990396,Deleted,RosieTulips1,2020-11-06T21:25:25Z
27990396,Deleted,Nvehecnycrrcom1,2020-11-07T23:38:11Z
27997662,Deleted,JuanVazquez53,2020-11-07T19:28:09Z
27997662,Deleted,JorgeGalicia95,2020-11-07T02:22:03Z
28012012,Deleted,titinaperez,2020-11-07T23:02:32Z
28012012,Deleted,carolssecrets,2020-11-07T06:17:51Z
28031362,Deleted,filampatriot,2020-11-06T23:26:18Z
28031362,Deleted,Mag243837534,2020-11-07T23:02:32Z
28485157,Deleted,GeniaLeonard14,2020-11-07T06:07:35Z
28485157,Deleted,TruthWins4ever,2020-11-07T13:52:07Z
28523293,Deleted,Tav144,2020-11-07T13:30:31Z
28523293,Deleted,tmikie2015,2020-11-07T06:07:35Z
28585736,Active,katie_slane,2020-11-07T06:07:35Z
28585736,Active,sportingtours,2020-11-07T06:17:51Z
28662619,Active,Richard87299784,2020-11-07T02:30:23Z
28662619,Active,alanmassei,2020-11-07T13:59:56Z
28717438,Active,EspinoSuar,2020-11-07T23:02:32Z
28717438,Active,Jessica91652165,2020-11-07T16:30:31Z
28822959,Active,RemcoDuckers,2020-11-07T02:30:23Z
28822959,Active,Nadia_hopppe1,2020-11-07T02:30:23Z
29128560,Active,Streetjust,2020-11-07T13:37:35Z
29128560,Active,kiwitongkalee,2020-11-07T08:33:27Z
29355039,Active,argonzalezcor,2020-11-07T19:28:09Z
29355039,Active,crypton03558854,2020-11-07T02:30:23Z
29835084,Active,TopInfoBlogs,2020-11-06T23:26:18Z
29835084,Active,crazyamado,2020-11-06T21:25:25Z
30516193,Active,terrylockwood,2020-11-06T21:25:25Z
30516193,Active,TheDogg_90,2020-11-07T19:28:09Z
31519522,Active,ethantobii,2020-11-07T00:37:41Z
31519522,Active,josecruzcatorce,2020-11-07T19:28:09Z
31579226,Active,AleciaNewman9,2020-11-07T01:14:01Z
31579226,Active,3dogmom2015,2020-11-07T13:01:20Z
31880558,Active,litchfield_ann,2020-11-07T06:07:35Z
31880558,Active,ImperfectMan5,2020-11-07T13:01:20Z
31947076,Active,SpyMail,2020-11-07T06:17:51Z
31947076,Active,jjyyjj7,2020-11-07T08:33:27Z
32162969,Active,VoicesWife,2020-11-07T13:31:48Z
32162969,Active,TouchedByAngelM,2020-11-07T06:56:23Z
32509256,Active,tenisvenezuela,2020-11-07T23:02:32Z
32509256,Active,Cristia90191822,2020-11-07T23:02:32Z
32654169,Active,Merylee,2020-11-07T08:08:10Z
32654169,Active,glo_mojo,2020-11-07T04:04:10Z
32713261,Active,CoraLeeWitt4,2020-11-07T18:44:51Z
32879255,Active,gracliper,2020-11-07T23:02:32Z
32879255,Active,DaveHagen1,2020-11-07T13:03:03Z
32891358,Active,ohhshiny,2020-11-07T06:07:35Z
32891358,Active,neydoflamengo,2020-11-07T23:02:32Z
33232275,Active,baileybellax,2020-11-07T23:14:01Z
33232275,Active,TXwarriorGiGi,2020-11-07T06:07:35Z
33398863,Active,BeckwithArvo,2020-11-07T10:11:38Z
33398863,Active,robinsiemon,2020-11-07T07:22:41Z
33399624,Active,andreltr,2020-11-07T23:02:32Z
33399624,Active,ESH_GrannySue,2020-11-06T21:52:43Z
33570399,Active,leon0278,2020-11-07T23:02:32Z
33570399,Active,mrules24,2020-11-07T06:07:35Z
33590719,Active,ntrahan1,2020-11-07T07:43:46Z
33590719,Active,TJohn_Tex,2020-11-07T00:37:41Z
33898226,Active,SKH5Ds1S,2020-11-07T06:07:35Z
33898226,Active,TalKey017,2020-11-07T23:02:32Z
33981571,Active,SleeplessTV_,2020-11-07T06:17:51Z
33981571,Active,cisppetta,2020-11-07T23:58:17Z
34284169,Active,semmoneglynn,2020-11-07T01:26:52Z
34284169,Active,gurl_hershey,2020-11-06T21:25:25Z
35219055,Active,watkinshenao,2020-11-07T06:17:51Z
35219055,Active,Thoronlin,2020-11-07T23:02:32Z
35538340,Active,TraciVoice,2020-11-07T20:34:09Z
35538340,Active,tdtom89,2020-11-07T07:13:56Z
35652648,Active,Gismga,2020-11-07T23:02:32Z
35652648,Active,kOCarter2016,2020-11-07T06:17:51Z
36066690,Active,PressResetEarth,2020-11-05T03:56:47Z
36066690,Active,JakeSpeedR,2020-11-07T06:17:51Z
36511503,Active,AKlover4truth,2020-11-07T14:35:01Z
36511503,Deleted,Heneyda,2020-11-07T13:59:56Z
36731730,Deleted,SteveWight9,2020-11-07T18:38:46Z
36731730,Deleted,luis_sabril,2020-11-07T23:02:32Z
37404996,Deleted,FreakCountry76,2020-11-07T06:07:35Z
37404996,Deleted,BigDinTheBoro,2020-11-06T23:26:18Z
37514841,Deleted,Daddy2a1,2020-11-07T07:57:31Z
37514841,Deleted,enadepacheco,2020-11-07T23:02:32Z
37636207,Deleted,DarylChristoff1,2020-11-07T23:25:50Z
37636207,Deleted,harveyonegun,2020-11-07T06:17:51Z
37964515,Deleted,Cupertino0071,2020-11-07T03:32:54Z
37964515,Deleted,IHkgers,2020-11-07T08:33:27Z
38027424,Deleted,LingSkye,2020-11-07T08:33:27Z
38027424,Deleted,Julkirk,2020-11-07T00:37:41Z
38094326,Deleted,joshuaprichards,2020-11-07T13:24:09Z
38094326,Deleted,davidwl2009,2020-11-07T18:17:22Z
38260036,Deleted,sousvidecb,2020-11-07T08:33:27Z
38260036,Deleted,marcia_tae,2020-11-07T13:59:56Z
38579125,Deleted,LoveHKsomuch,2020-11-07T08:33:27Z
38579125,Deleted,StephanieYUWY,2020-11-07T08:33:27Z
39197185,Deleted,marshallcarrig3,2020-11-07T06:17:51Z
39197185,Deleted,DD93778941,2020-11-07T03:32:09Z
39355100,Deleted,JohnPlunket,2020-11-07T06:17:51Z
39355100,Deleted,_Alexandro09,2020-11-07T23:02:32Z
39924649,Deleted,TessMJordan,2020-11-07T06:07:35Z
39924649,Deleted,Shining_Star710,2020-11-07T08:33:27Z
40453904,Deleted,ivette1331,2020-11-07T23:02:32Z
40453904,Deleted,gerardoperezsab,2020-11-07T23:02:32Z
41220384,Deleted,inventony,2020-11-07T06:07:35Z
41220384,Deleted,TJohn_Tex,2020-11-07T06:17:51Z
41264627,Deleted,MariaElenadevar,2020-11-07T23:02:32Z
41264627,Deleted,sambrightomo,2020-11-07T20:03:17Z
41553165,Deleted,lucilleintexas,2020-11-07T02:30:23Z
41553165,Deleted,Ravens_Thunder,2020-11-07T07:22:41Z
41940890,Deleted,ReelConquest,2020-11-07T04:27:06Z
41940890,Deleted,glo_mojo,2020-11-07T09:11:23Z
42892810,Deleted,AdemarXavier3,2020-11-07T13:59:56Z
42892810,Deleted,KMCaton,2020-11-07T18:07:37Z
43175283,Deleted,MeyerMihaela,2020-11-07T20:17:11Z
43175283,Deleted,trufaxrbtr,2020-11-07T16:44:35Z
43782893,Deleted,JamieCorridon,2020-11-07T09:11:20Z
43782893,Active,sunnieM,2020-11-07T08:38:49Z
44182807,Active,AndyOs2020,2020-11-07T23:37:01Z
44182807,Active,BoogalooUSA,2020-11-07T20:17:11Z
44664381,Active,BugaldB,2020-11-07T06:07:35Z
44664381,Active,chrisditto1,2020-11-07T23:25:50Z
44913361,Active,vivaguatemala0,2020-11-07T00:37:41Z
44913361,Active,AxisofOptions,2020-11-07T11:54:20Z
44918514,Active,yvonne852456,2020-11-07T16:44:35Z
44918514,Active,MsAmerica15,2020-11-07T23:38:11Z
46816341,Active,Travelvar16,2020-11-07T12:54:09Z
46816341,Active,anywherebuttn,2020-11-07T23:38:11Z
46953976,Active,Dan15473066,2020-11-07T23:37:01Z
46953976,Active,VermillionRich,2020-11-07T20:17:11Z
47223240,Active,bjsgarda317,2020-11-07T15:12:58Z
47223240,Active,Discernment2021,2020-11-07T16:44:35Z
47247995,Active,wufandmew,2020-11-07T23:25:50Z
47247995,Active,Patolino38Bra,2020-11-07T23:02:32Z
47896021,Active,komadreja6,2020-11-07T11:10:17Z
47896021,Active,rdrgz_l,2020-11-07T14:07:03Z
48162456,Active,JulietteAkinyi,2020-11-07T09:11:20Z
48162456,Active,craignewmark,2020-11-07T19:15:18Z
48347236,Active,Skydriver300,2020-11-07T23:25:50Z
48347236,Active,speaakn2,2020-11-07T06:07:35Z
49109153,Active,scraggy1366,2020-11-05T12:57:04Z
49109153,Active,NegociosInterVe,2020-11-07T23:02:32Z
49257662,Active,jason_lamora,2020-11-07T09:11:20Z
49257662,Active,Irapeda,2020-11-07T23:02:32Z
49273832,Active,Burracho1,2020-11-07T11:10:17Z
49273832,Active,vzlalibree2020,2020-11-07T23:02:32Z
49383967,Active,bx_lao,2020-11-07T18:24:06Z
49383967,Active,IMinterSay,2020-11-07T06:17:51Z
49785617,Active,RRSigma,2020-11-07T23:02:32Z
49785617,Active,hodgkins_l,2020-11-07T08:33:27Z
50057187,Active,softyalmohadas,2020-11-07T23:02:32Z
50057187,Active,blueblazez1,2020-11-07T13:01:20Z
50509702,Active,vegas870,2020-11-07T03:32:35Z
50509702,Active,eitarou0728tnk,2020-11-07T19:29:05Z
50660101,Active,etbusby,2020-11-07T13:38:47Z
50660101,Active,julioclozada,2020-11-07T23:02:32Z
50927168,Active,KatarahVishnu,2020-11-07T23:07:39Z
50927168,Active,ShweepieLopez,2020-11-07T06:07:35Z
51139059,Active,mayyoluz,2020-11-07T23:02:32Z
51139059,Active,so_hum3,2020-11-07T23:02:32Z
51969861,Active,Abg_RafaelV,2020-11-07T23:02:32Z
51969861,Active,PonceTiapa,2020-11-07T23:02:32Z
53222795,Active,BethB715,2020-11-07T06:17:51Z
53222795,Active,garciabanchs,2020-11-07T23:02:32Z
53231656,Active,LeilaBolsonaros,2020-11-07T23:02:32Z
53231656,Active,LovePeaceHippy_,2020-11-07T12:56:11Z
53506915,Active,WendyElizCooper,2020-11-07T22:22:28Z
53506915,Active,Robinsold1,2020-11-07T22:52:04Z
53762268,Active,StephanRose16,2020-11-07T23:07:39Z
53762268,Active,superswingfire,2020-11-07T02:30:23Z
53978081,Active,RADavidson6,2020-11-07T16:44:35Z
53978081,Active,Mike_v77,2020-11-07T06:14:37Z
55065988,Active,afernandez,2020-11-07T23:02:32Z
55065988,Deleted,DelanaK91332231,2020-11-07T09:33:09Z
55262239,Deleted,DToddH,2020-11-07T20:11:19Z
55262239,Deleted,CastonChris,2020-11-07T05:16:29Z
55873505,Deleted,MaryEtheringto3,2020-11-07T22:13:03Z
55873505,Deleted,eagle2_fl,2020-11-07T22:19:28Z
56308041,Deleted,Lyla38107602,2020-11-07T15:06:18Z
56308041,Deleted,Gethichu,2020-11-07T05:16:29Z
56583414,Deleted,danselica,2020-11-07T05:16:29Z
56583414,Deleted,adam_d34,2020-11-07T09:11:20Z
58450936,Deleted,2ndgenmianative,2020-11-07T22:28:01Z
58450936,Deleted,lacyleadavid,2020-11-07T14:43:18Z
58450936,Deleted,OutPostPolly,2020-11-07T22:20:52Z
58450936,Deleted,germadelphia,2020-11-07T06:07:35Z
58765247,Deleted,dmzhukova,2020-11-07T18:38:46Z
58765247,Deleted,RolandB3,2020-11-07T18:38:46Z
58852029,Deleted,leucinedreams,2020-11-07T22:29:19Z
58852029,Deleted,cvmorse,2020-11-07T18:38:46Z
58932003,Deleted,plasmalamp,2020-11-07T20:17:11Z
58932003,Deleted,wrknclassknight,2020-11-07T09:11:20Z
59495140,Deleted,wowwgran,2020-11-07T22:20:52Z
59495140,Deleted,Chris_09765,2020-11-07T22:18:32Z
59911401,Deleted,Corneiten,2020-11-07T13:01:20Z
59911401,Deleted,KimMoor20918476,2020-11-07T22:18:04Z
59983549,Deleted,lastnamelindsey,2020-11-07T06:17:51Z
59983549,Deleted,PintSizePolemic,2020-11-07T14:35:01Z
61403483,Deleted,Norelfer,2020-11-07T02:22:03Z
61403483,Deleted,JBellveau,2020-11-07T22:13:03Z
62270598,Deleted,Ccopski20,2020-11-07T06:17:51Z
62270598,Deleted,FenixRaised,2020-11-07T20:17:11Z
62270598,Deleted,sammarazzi,2020-11-07T14:57:39Z
62270598,Deleted,kbrook1981,2020-11-07T20:17:11Z
63521328,Deleted,Eric_999,2020-11-07T20:17:11Z
63521328,Deleted,EIconfidente,2020-11-07T10:13:39Z
63677259,Deleted,dori61318179,2020-11-07T20:17:11Z
63677259,Deleted,helpingthos,2020-11-07T21:52:00Z
63851303,Deleted,ThelmaAndLouie,2020-11-07T20:17:11Z
63851303,Deleted,NancyCarson2,2020-11-07T20:17:11Z
65101536,Deleted,joe_berdine,2020-11-07T06:07:35Z
65101536,Deleted,ProudTexan_KAG,2020-11-07T13:37:35Z
65124196,Deleted,Shirley58129424,2020-11-07T05:54:16Z
65124196,Deleted,sandrakrouse4,2020-11-07T14:57:39Z
65269061,Deleted,RedRedWine_2017,2020-11-07T16:06:34Z
65269061,Deleted,Theocharles,2020-11-07T16:44:35Z
65336321,Deleted,EduardoCaldasM2,2020-11-07T13:59:56Z
65336321,Active,NeceHorn,2020-11-07T06:17:51Z
65933640,Active,sullyOsean,2020-11-07T21:22:31Z
65933640,Active,iheartmindy,2020-11-07T14:57:39Z
68548942,Active,ChrisStandwHK,2020-11-07T08:33:27Z
68548942,Active,Antonio67061300,2020-11-07T13:59:56Z
68578835,Active,MarinaStehle,2020-11-07T06:07:35Z
68747175,Active,Fleur_Ru11,2020-11-07T15:43:34Z
68747175,Active,DeniseStarrett,2020-11-07T20:17:11Z
68803674,Active,peetvl,2020-11-07T03:32:35Z
68803674,Active,lawrence_jay1,2020-11-07T06:07:35Z
68973901,Active,20Florida20,2020-11-07T13:37:35Z
68973901,Active,HalSear,2020-11-07T03:31:37Z
69729899,Active,labsmith68,2020-11-07T05:14:17Z
69729899,Active,lbenstead1,2020-11-07T09:11:23Z
70673683,Active,OGmonoceros,2020-11-07T11:24:58Z
70673683,Active,Mike_Gamemaster,2020-11-07T13:37:35Z
71036272,Active,Gina666xxx,2020-11-07T06:17:51Z
71036272,Active,Americanpie48,2020-11-07T20:10:01Z
72037291,Active,khguidry01,2020-11-07T16:22:23Z
72037291,Active,SharonH58769405,2020-11-07T06:17:51Z
72577362,Active,eastcodiesel,2020-11-07T13:01:20Z
72577362,Active,ecwant,2020-11-07T06:17:51Z
73198810,Active,Jasdannia,2020-11-07T18:38:46Z
73198810,Active,cranky_ctyankee,2020-11-07T06:17:51Z
73481166,Active,Wildflower737,2020-11-07T09:11:23Z
73481166,Active,TrishRichards4,2020-11-07T19:16:01Z
73537115,Active,GGoblevandiest,2020-11-07T05:14:17Z
73537115,Active,Tisipho89116759,2020-11-07T16:22:23Z
73646732,Active,MwhalenCy,2020-11-07T18:38:46Z
73646732,Active,golfer30nk,2020-11-07T06:17:51Z
74225171,Active,DemsArePoison,2020-11-07T06:07:35Z
74225171,Active,NanfromSC,2020-11-07T18:46:50Z
74488943,Active,ahawk9111,2020-11-07T19:16:01Z
74488943,Active,jeblake7,2020-11-07T12:56:11Z
74647116,Active,jamesbucc,2020-11-07T19:16:01Z
74647116,Active,pppreservation,2020-11-07T06:07:35Z
74841347,Active,Montblu1,2020-11-07T04:34:26Z
74841347,Active,NoniLibre,2020-11-07T19:25:41Z
74863947,Active,Makerel_Sky,2020-11-07T06:07:35Z
74863947,Active,BeniFusion,2020-11-07T13:37:35Z
75094316,Active,dustinpg11,2020-11-07T01:01:07Z
75094316,Active,weejockmaley,2020-11-07T19:16:01Z
77759266,Active,AyashiYero,2020-11-07T19:36:32Z
77759266,Active,deanna_kohut,2020-11-07T06:17:51Z
78349050,Active,SAVNINI,2020-11-07T19:16:01Z
78349050,Active,rondab20,2020-11-07T06:07:35Z
79015156,Active,Alecbmbilly,2020-11-07T13:59:56Z
79015156,Active,donkamion78,2020-11-07T19:16:01Z
79595386,Active,Verity2016,2020-11-07T17:55:56Z
79595386,Active,straytshooter,2020-11-07T15:19:37Z
81368457,Active,JonquilGemstone,2020-11-07T06:07:35Z
81368457,Active,MattieAlford8,2020-11-07T19:15:18Z
84129211,Active,inthecounty,2020-11-07T02:30:23Z
84129211,Active,noprezzie2012,2020-11-07T00:37:41Z
84162446,Active,bski19d,2020-11-07T10:19:55Z
84162446,Active,Adriano34071239,2020-11-07T13:59:56Z
84293723,Active,hoodtwink1,2020-11-07T18:56:47Z
84293723,Active,MarioLi01896012,2020-11-07T08:33:27Z
85758685,Deleted,nnnanceee,2020-11-07T19:16:01Z
85758685,Deleted,susanbordson,2020-11-07T19:15:18Z
86832980,Deleted,driscollmp1,2020-11-07T19:16:01Z
86832980,Deleted,SanTanValleyRC,2020-11-07T05:17:43Z
